geonameid;name;asciiname;latitude;longitude;feature code
716967;Nyékládháza Vasútállomás;Nyekladhaza Vasutallomas;47,9833;20,8333;RSTN
716995;Novajidrány Vasútállomás;Novajidrany Vasutallomas;48,4000;21,1667;RSTN
717067;Nagyút Vasútállomás;Nagyut Vasutallomas;47,7333;20,1667;RSTN
717075;Nagytőke Vasútállomás;Nagytoke Vasutallomas;46,7667;20,3000;RSTN
717129;Nagyszénás Vasútállomás;Nagyszenas Vasutallomas;46,6833;20,6667;RSTN
717134;Nagyszekeres Vasútállomás;Nagyszekeres Vasutallomas;47,9833;22,6167;RSTN
717233;Nagylapos Vasútállomás;Nagylapos Vasutallomas;46,9833;20,7500;RSTN
717241;Nagylak Vasútállomás;Nagylak Vasutallomas;46,1667;20,7000;RSTN
717266;Nagykereki Vasútállomás;Nagykereki Vasutallomas;47,1833;21,8000;RSTN
717278;Nagykálló Vasútállomás;Nagykallo Vasutallomas;47,8726;21,8248;RSTN
717321;Nagyhát Vasútállomás;Nagyhat Vasutallomas;47,5833;21,4333;RSTN
717343;Nagyhalász Vasútállomás;Nagyhalasz Vasutallomas;48,1500;21,7667;RSTN
717344;Nagyhalászi Kendergyár Vasútállomás;Nagyhalaszi Kendergyar Vasutallomas;48,1333;21,7333;RSTN
717395;Nagyecsed Vasútállomás;Nagyecsed Vasutallomas;47,8833;22,3833;RSTN
717398;Nagydobos Vasútállomás;Nagydobos Vasutallomas;48,0500;22,3167;RSTN
717407;Nagycsere Vasútállomás;Nagycsere Vasutallomas;47,5167;21,7667;RSTN
717484;Murony Vasútállomás;Murony Vasutallomas;46,7667;20,0500;RSTN
717520;Monostorpályi Vasútállomás;Monostorpalyi Vasutallomas;47,3833;21,7667;RSTN
717525;Mónosbél Vasútállomás;Monosbel Vasutallomas;48,0500;20,3333;RSTN
717579;Miskolc-Tiszai Pályaudvar;Miskolc-Tiszai Palyaudvar;48,1000;20,8167;RSTN
717581;Miskolc-Gömöri Pályaudvar;Miskolc-Gomori Palyaudvar;48,1126;20,7985;RSTN
717590;Mindszent Vasútállomás;Mindszent Vasutallomas;46,5167;20,2000;RSTN
717631;Mezőzombor Vasútállomás;Mezozombor Vasutallomas;48,1667;21,2500;RSTN
717633;Mezőtúr Vasútállomás;Mezotur Vasutallomas;47,0167;20,6167;RSTN
717636;Mezőteperd Vasútállomás;Mezoteperd Vasutallomas;47,1833;21,6333;RSTN
717637;Mezőtárkány Vasútállomás;Mezotarkany Vasutallomas;47,7333;20,4833;RSTN
717650;Mezőkövesd Vasútállomás;Mezokovesd Vasutallomas;47,8000;20,5667;RSTN
717654;Mezőkovácsháza Vasútállomás;Mezokovacshaza Vasutallomas;46,4000;20,9167;RSTN
717657;Mezőkeresztes-Mezőnyárád Vasútállomás;Mezokeresztes-Mezonyarad Vasutallomas;47,8500;20,6833;RSTN
717660;Mezőhegyes Vasútállomás;Mezohegyes Vasutallomas;46,3167;20,8167;RSTN
717666;Mezőcsát Vasútállomás;Mezocsat Vasutallomas;47,8167;20,9167;RSTN
717668;Mezőberény Vasútállomás;Mezobereny Vasutallomas;46,8167;21,0167;RSTN
717740;Medgyesegyháza Vasútállomás;Medgyesegyhaza Vasutallomas;46,5000;21,0333;RSTN
717757;Mátraderecske Vasúti Megállóhely;Matraderecske Vasuti Megallohely;47,9500;20,0833;RSTN
717761;Mátraballa Vasútállomás;Matraballa Vasutallomas;47,9833;20,0167;RSTN
717770;Mátészalka Vasútállomás;Mateszalka Vasutallomas;47,9500;20,4000;RSTN
717789;Martfű Vasútállomás;Martfu Vasutallomas;47,0167;20,3000;RSTN
717792;Mártély Vasútállomás;Martely Vasutallomas;46,4833;20,2333;RSTN
717823;Máriapócs Vasútállomás;Mariapocs Vasutallomas;47,8500;22,0167;RSTN
717852;Mándok Vasútállomás;Mandok Vasutallomas;48,3167;22,2000;RSTN
717895;Makó Vasútállomás;Mako Vasutallomas;46,2000;20,4667;RSTN
717896;Makó-Újvásártér Vasúti Megállóhely;Mako-Ujvasarter Vasuti Megallohely;46,2167;20,5167;RSTN
717897;Makó-Újváros Vasútállomás;Mako-Ujvaros Vasutallomas;46,2333;20,5000;RSTN
717903;Maklár Vasútállomás;Maklar Vasutallomas;47,8000;20,4167;RSTN
717938;Magyarcsanád Vasútállomás;Magyarcsanad Vasutallomas;46,1667;20,6167;RSTN
717942;Magyarbánhegyes Vasútállomás;Magyarbanhegyes Vasutallomas;46,4333;20,9333;RSTN
717974;Mád Vasútállomás;Mad Vasutallomas;48,1833;21,2667;RSTN
717986;Macs Vasútállomás;Macs Vasutallomas;47,5667;21,4833;RSTN
718009;Ludas Vasútállomás;Ludas Vasutallomas;47,7167;20,1000;RSTN
718059;Lökösháza Vasútállomás;Lokoshaza Vasutallomas;46,4333;21,2333;RSTN
718086;Ligettanya Vasútállomás;Ligettanya Vasutallomas;47,9500;22,0833;RSTN
718112;Létavértes Vasútállomás;Letavertes Vasutallomas;47,4000;21,8833;RSTN
718227;Lakitelek Vasútállomás;Lakitelek Vasutallomas;46,8667;20,0000;RSTN
718264;Kútvölgyi Gyógyintézet Vasútállomás;Kutvolgyi Gyogyintezet Vasutallomas;46,4667;20,4667;RSTN
718310;Kunszentmárton Vasútállomás;Kunszentmarton Vasutallomas;46,8500;20,3000;RSTN
718314;Kunmadaras Vasútállomás;Kunmadaras Vasutallomas;47,4167;20,8000;RSTN
718320;Kunhegyes Vasútállomás;Kunhegyes Vasutallomas;47,3833;20,6500;RSTN
718468;Kótpuszta Vasútállomás;Kotpuszta Vasutallomas;46,9667;21,3667;RSTN
718475;Kötegyán Vasútállomás;Kotegyan Vasutallomas;46,7500;21,4833;RSTN
718478;Kótaj Vasútállomás;Kotaj Vasutallomas;48,0500;21,7167;RSTN
718483;Kősziget Vasúti Megállóhely;Kosziget Vasuti Megallohely;47,0000;20,9000;RSTN
718519;Körösszakál Vasútállomás;Korosszakal Vasutallomas;47,0000;21,6167;RSTN
718527;Körösladány Vasútállomás;Korosladany Vasutallomas;46,9667;21,0833;RSTN
718590;Kopáncs Vasútállomás;Kopancs Vasutallomas;46,3833;20,2500;RSTN
718598;Konyár Vasútállomás;Konyar Vasutallomas;47,3167;21,6833;RSTN
718612;Kondoros Vasútállomás;Kondoros Vasutallomas;46,7667;20,7833;RSTN
718619;Komoró Vasútállomás;Komoro Vasutallomas;48,3000;22,1167;RSTN
718636;Komádi Vasútállomás;Komadi Vasutallomas;46,9667;21,5000;RSTN
718717;Klárafalva Vasútállomás;Klarafalva Vasutallomas;46,2040;20,3180;RSTN
718722;Kiszombor Vasútállomás;Kiszombor Vasutallomas;46,1833;20,4167;RSTN
718737;Kisvárda Vasútállomás;Kisvarda Vasutallomas;48,2167;22,1000;RSTN
718743;Kisújszállás Vasútállomás;Kisujszallas Vasutallomas;47,2167;20,7500;RSTN
718805;Kisszénás Vasútállomás;Kisszenas Vasutallomas;46,7500;20,7333;RSTN
718887;Kismarja Vasútállomás;Kismarja Vasutallomas;47,2500;21,8167;RSTN
718905;Kiskundorozsma Vasútállomás;Kiskundorozsma Vasutallomas;46,2718;20,0911;RSTN
718908;Kisköre Vasútállomás;Kiskore Vasutallomas;47,5000;20,4833;RSTN
718923;Kiskapud Vasútállomás;Kiskapud Vasutallomas;48,2167;20,3500;RSTN
718980;Kisfástanya Vasútállomás;Kisfastanya Vasutallomas;47,9833;21,4833;RSTN
719065;Királd Vasútállomás;Kirald Vasutallomas;48,2500;20,3833;RSTN
719109;Kétpó Vasútállomás;Ketpo Vasutallomas;47,0833;20,4833;RSTN
719125;Kétegyháza Vasútállomás;Ketegyhaza Vasutallomas;46,5333;21,1667;RSTN
719226;Kengyel Vasútállomás;Kengyel Vasutallomas;47,0833;20,3333;RSTN
719249;Kenderes Vasútállomás;Kenderes Vasutallomas;47,2667;20,6833;RSTN
719259;Kemecse Vasútállomás;Kemecse Vasutallomas;48,0667;21,1500;RSTN
719309;Kazincbarcika Vasútállomás;Kazincbarcika Vasutallomas;48,2667;20,6333;RSTN
719389;Kardoskút Vasútállomás;Kardoskut Vasutallomas;46,4833;20,6667;RSTN
719397;Karcag Vasútállomás;Karcag Vasutallomas;47,3000;20,9333;RSTN
719398;Karcag-Vásártér Vasútállomás;Karcag-Vasarter Vasutallomas;47,3167;20,9000;RSTN
719417;Karácsond Vasútállomás;Karacsond Vasutallomas;47,7168;20,0447;RSTN
719492;Kállósemjén Vasútállomás;Kallosemjen Vasutallomas;47,8667;21,9333;RSTN
719502;Kál-Kápolna Vasútállomás;Kal-Kapolna Vasutallomas;47,7333;20,2667;RSTN
719553;Kaba Vasútállomás;Kaba Vasutallomas;47,3667;21,2500;RSTN
719589;Jósvafő-Aggtelek Vasútállomás;Josvafo-Aggtelek Vasutallomas;48,4833;20,7000;RSTN
719638;Jászladány Vasútállomás;Jaszladany Vasutallomas;47,3667;20,1500;RSTN
719641;Jászkisér Vasútállomás;Jaszkiser Vasutallomas;47,4667;20,2000;RSTN
719648;Jászdózsa Vasútállomás;Jaszdozsa Vasutallomas;47,5606;20,0289;RSTN
719650;Jászboldogháza-Jánoshida Vasútállomás;Jaszboldoghaza-Janoshida Vasutallomas;47,3682;20,0005;RSTN
719653;Jászapáti Vasútállomás;Jaszapati Vasutallomas;47,5167;20,0667;RSTN
719684;Jánkmajtis Vasútállomás;Jankmajtis Vasutallomas;47,8667;22,6500;RSTN
719709;Izsófalva Vasútállomás;Izsofalva Vasutallomas;48,3000;20,6500;RSTN
719805;Ibrány Vasútállomás;Ibrany Vasutallomas;48,1167;21,7000;RSTN
719842;Hosszúpályi Vasútállomás;Hosszupalyi Vasutallomas;47,3993;21,7289;RSTN
719885;Hortobágy Vasútállomás;Hortobagy Vasutallomas;47,5833;21,1667;RSTN
719889;Hortobágyi Halastó Vasútállomás;Hortobagyi Halasto Vasutallomas;47,6000;21,0833;RSTN
719961;Hódmezővásárhely Vasútállomás;Hodmezovasarhely Vasutallomas;46,4167;20,3500;RSTN
719966;Hodász Vasútállomás;Hodasz Vasutallomas;47,9000;22,2167;RSTN
719993;Hidasnémeti Vasútállomás;Hidasnemeti Vasutallomas;48,5167;21,2333;RSTN
720001;Heves Vasútállomás;Heves Vasutallomas;47,6167;20,3167;RSTN
720003;Hevesi Szőllők Vasútállomás;Hevesi Szollok Vasutallomas;47,6333;20,3000;RSTN
720025;Hernádnémeti-Bőcs Vasútállomás;Hernadnemeti-Bocs Vasutallomas;48,0500;20,9833;RSTN
720053;Hejőszalonta Vasútállomás;Hejoszalonta Vasutallomas;47,9333;20,9000;RSTN
720057;Hejőkeresztúr Vasútállomás;Hejokeresztur Vasutallomas;47,9667;20,8833;RSTN
720060;Hejőbába-Hejőpapi Vasútállomás;Hejobaba-Hejopapi Vasutallomas;47,9167;20,9167;RSTN
720063;Hejce-Vilmány Vasútállomás;Hejce-Vilmany Vasutallomas;48,4333;21,2500;RSTN
720225;Halmaj Vasútállomás;Halmaj Vasutallomas;48,2500;21,0000;RSTN
720275;Hajdúszoboszló Vasútállomás;Hajduszoboszlo Vasutallomas;47,4333;21,4000;RSTN
720278;Hajdúszentgyörgy Vasútállomás;Hajduszentgyorgy Vasutallomas;47,6167;21,5833;RSTN
720279;Hajdúsámson Vasútállomás;Hajdusamson Vasutallomas;47,6167;21,7667;RSTN
720282;Hajdúnánás Vasútállomás;Hajdunanas Vasutallomas;47,8333;21,3333;RSTN
720289;Hajdúdorog Vasútállomás;Hajdudorog Vasutallomas;47,8000;21,5000;RSTN
720291;Hajdúböszörmény Vasútállomás;Hajduboszormeny Vasutallomas;47,6667;21,5333;RSTN
720294;Hajdúbagos Vasútállomás;Hajdubagos Vasutallomas;47,4030;21,6621;RSTN
720313;Gyüre Vasútállomás;Gyure Vasutallomas;48,1667;22,2833;RSTN
720318;Gyula Vasútállomás;Gyula Vasutallomas;46,6500;21,2833;RSTN
720339;Győrtelek Alsó Vasútállomás;Gyortelek Also Vasutallomas;47,9167;22,4500;RSTN
720363;Gyoma Vasútállomás;Gyoma Vasutallomas;46,9333;20,8167;RSTN
720456;Görögszállás Vasútállomás;Gorogszallas Vasutallomas;48,0500;21,5667;RSTN
720490;Gönc Vasútállomás;Gonc Vasutallomas;48,4667;21,2667;RSTN
720572;Gégény Vasúti Megállóhely;Gegeny Vasuti Megallohely;48,1333;21,9667;RSTN
720601;Garadna Vasútállomás;Garadna Vasutallomas;48,1167;20,5667;RSTN
720642;Gádoros Vasútállomás;Gadoros Vasutallomas;46,6500;20,6167;RSTN
720647;Gacsály Vasútállomás;Gacsaly Vasutallomas;47,9333;22,7667;RSTN
720677;Füzesgyarmat Vasútállomás;Fuzesgyarmat Vasutallomas;47,1000;21,2167;RSTN
720686;Füzesabony Vasútállomás;Fuzesabony Vasutallomas;47,7500;20,4167;RSTN
720744;Forró-Encs Vasútállomás;Forro-Encs Vasutallomas;48,3333;21,1167;RSTN
720764;Folyás Vasútállomás;Folyas Vasutallomas;47,8000;21,1333;RSTN
720777;Földeák Vasútállomás;Foldeak Vasutallomas;46,3167;20,4833;RSTN
720845;Fényeslitke Vasútállomás;Fenyeslitke Vasutallomas;48,2667;22,1167;RSTN
720856;Felsőzsolca Vasútállomás;Felsozsolca Vasutallomas;48,0833;20,8667;RSTN
720918;Feldebrő Vasútállomás;Feldebro Vasutallomas;47,8167;20,2167;RSTN
720987;Fehérgyarmat Vasútállomás;Fehergyarmat Vasutallomas;47,9833;22,5333;RSTN
720990;Fegyvernek-Örményes Vasútállomás;Fegyvernek-Ormenyes Vasutallomas;47,1833;20,5667;RSTN
721067;Fábiánsebestyén Vasútállomás;Fabiansebestyen Vasutallomas;46,6667;20,4500;RSTN
721118;Erdőtelek Vasútállomás;Erdotelek Vasutallomas;47,6833;20,3000;RSTN
721160;Emőd Vasútállomás;Emod Vasutallomas;47,9333;20,8333;RSTN
721191;Elágazás Vasútállomás;Elagazas Vasutallomas;48,2667;21,5500;RSTN
721207;Egyek Vasútállomás;Egyek Vasutallomas;47,6333;20,8833;RSTN
721220;Eger Vasútállomás;Eger Vasutallomas;47,8833;20,3833;RSTN
721222;Eger-Tihamér Vasútállomás;Eger-Tihamer Vasutallomas;47,8833;20,4000;RSTN
721229;Eger-Felnémet Vasútállomás;Eger-Felnemet Vasutallomas;47,9500;20,3833;RSTN
721230;Egerfarmos Vasútállomás;Egerfarmos Vasutallomas;47,7167;20,5333;RSTN
721244;Edelény Vasútállomás;Edeleny Vasutallomas;48,3000;20,7500;RSTN
721254;Ebes Vasútállomás;Ebes Vasutallomas;47,4667;21,5000;RSTN
721308;Dombrád Vasútállomás;Dombrad Vasutallomas;48,2333;21,9167;RSTN
721403;Dévaványa Vasútállomás;Devavanya Vasutallomas;47,0333;20,9500;RSTN
721425;Derecske Vasútállomás;Derecske Vasutallomas;47,3667;21,5833;RSTN
721442;Demecser Vasútállomás;Demecser Vasutallomas;48,1167;21,9500;RSTN
721463;Debrecen Vasútállomás;Debrecen Vasutallomas;47,5193;21,6286;RSTN
721464;Debrecen-Vásártér Vasútállomás;Debrecen-Vasarter Vasutallomas;47,5500;21,6000;RSTN
721546;Csugar Vasútállomás;Csugar Vasutallomas;47,0500;20,5500;RSTN
721557;Csorvás Vasútállomás;Csorvas Vasutallomas;46,6167;20,8333;RSTN
721587;Csongrád Vasútállomás;Csongrad Vasutallomas;46,7167;20,1333;RSTN
721606;Csokvaomány Vasútállomás;Csokvaomany Vasutallomas;48,1667;20,1500;RSTN
721774;Csépa Vasútállomás;Csepa Vasutallomas;46,8167;20,1167;RSTN
721786;Csenger Vasútállomás;Csenger Vasutallomas;47,8333;22,6667;RSTN
721830;Császárszállás Vasútállomás;Csaszarszallas Vasutallomas;47,8833;21,7167;RSTN
721839;Csárdaszállás Vasútállomás;Csardaszallas Vasutallomas;46,8667;20,9333;RSTN
721860;Csanádpalota Vasútállomás;Csanadpalota Vasutallomas;46,2500;20,7333;RSTN
721883;Csabacsűd Vasútállomás;Csabacsud Vasutallomas;46,8167;20,6500;RSTN
721932;Center Vasútállomás;Center Vasutallomas;48,2500;20,3500;RSTN
721984;Buj Vasútállomás;Buj Vasutallomas;48,1000;21,6500;RSTN
722117;Boldva Vasútállomás;Boldva Vasutallomas;48,2167;20,8000;RSTN
722141;Bojár-Hollós Vasútállomás;Bojar-Hollos Vasutallomas;47,4000;21,2167;RSTN
722179;Bódvavendégi Vasútállomás;Bodvavendegi Vasutallomas;48,5833;20,8500;RSTN
722180;Bódvaszilas Vasútállomás;Bodvaszilas Vasutallomas;48,5333;20,7500;RSTN
722189;Bodrogkeresztúr Vasútállomás;Bodrogkeresztur Vasutallomas;48,1667;21,3667;RSTN
722277;Biharnagybajom Vasútállomás;Biharnagybajom Vasutallomas;47,2000;21,2333;RSTN
722279;Biharkeresztes Vasútállomás;Biharkeresztes Vasutallomas;47,1333;21,7167;RSTN
722287;Bicere Vasútállomás;Bicere Vasutallomas;46,6500;21,1667;RSTN
722423;Bélapátfalva Vasútállomás;Belapatfalva Vasutallomas;48,0667;20,3667;RSTN
722429;Békés Vasútállomás;Bekes Vasutallomas;46,7667;21,1167;RSTN
722435;Békéscsaba Vasútállomás;Bekescsaba Vasutallomas;46,6833;21,0833;RSTN
722475;Battonya Vasútállomás;Battonya Vasutallomas;46,2833;21,0167;RSTN
722553;Báránd Vasútállomás;Barand Vasutallomas;47,3000;21,2500;RSTN
722572;Bánréve Vasútállomás;Banreve Vasutallomas;48,3000;20,3500;RSTN
722589;Bánkút Vasútállomás;Bankut Vasutallomas;46,5000;21,1000;RSTN
722618;Balsa Vasútállomás;Balsa Vasutallomas;48,1667;21,5667;RSTN
722635;Balmazújváros Vasútállomás;Balmazujvaros Vasutallomas;47,6167;21,3333;RSTN
722648;Balkány Vasútállomás;Balkany Vasutallomas;47,7715;21,8490;RSTN
722674;Balástya Vasútállomás;Balastya Vasutallomas;46,4167;20,0000;RSTN
722681;Baktalórántháza Vasútállomás;Baktaloranthaza Vasutallomas;48,0000;22,0833;RSTN
722707;Bajonta Vasútállomás;Bajonta Vasutallomas;47,3167;21,7667;RSTN
722821;Aranyosapáti Vasútállomás;Aranyosapati Vasutallomas;48,2167;22,2500;RSTN
722848;Apátfalva Vasútállomás;Apatfalva Vasutallomas;46,1833;20,5667;RSTN
722850;Apagy Vasútállomás;Apagy Vasutallomas;47,9500;21,9333;RSTN
722853;Apafa Vasútállomás;Apafa Vasutallomas;47,5833;21,6667;RSTN
722937;Álomzug Vasútállomás;Alomzug Vasutallomas;47,3000;21,1000;RSTN
722963;Algyő Vasútállomás;Algyo Vasutallomas;46,3500;20,2000;RSTN
723011;Ágerdőmajor Vasútállomás;Agerdomajor Vasutallomas;47,7833;22,4333;RSTN
723027;Abony Vasútállomás;Abony Vasutallomas;47,1667;20,0167;RSTN
723034;Abaújszántó Vasútállomás;Abaujszanto Vasutallomas;48,2833;21,1833;RSTN
723035;Abaújszántói Fürdő Vasúti Megállóhely;Abaujszantoi Furdo Vasuti Megallohely;48,2667;21,1833;RSTN
723043;Abádszalók Vasútállomás;Abadszalok Vasutallomas;47,4500;20,5500;RSTN
3042535;Zirc Vasútállomás;Zirc Vasutallomas;47,2667;17,9000;RSTN
3042543;Zichyújfalu Vasútállomás;Zichyujfalu Vasutallomas;47,1333;18,6667;RSTN
3042556;Zebegény Vasútállomás;Zebegeny Vasutallomas;47,8000;18,9167;RSTN
3042568;Zánka-Köveskál Vasútállomás;Zanka-Koveskal Vasutallomas;46,8725;17,6874;RSTN
3042579;Zamárdi Felső Vasútállomás;Zamardi Felso Vasutallomas;46,8864;17,9709;RSTN
3042588;Zalaszentmihály-Pacsa Vasútállomás;Zalaszentmihaly-Pacsa Vasutallomas;46,7167;16,9500;RSTN
3042595;Zalaszentjakab Vasútállomás;Zalaszentjakab Vasutallomas;46,4833;17,1333;RSTN
3042597;Zalaszentiván Vasútállomás;Zalaszentivan Vasutallomas;46,8833;16,8833;RSTN
3042599;Zalaszentgyörgy Vasútállomás;Zalaszentgyorgy Vasutallomas;46,8667;16,7167;RSTN
3042615;Zalalövő Vasútállomás;Zalalovo Vasutallomas;46,8500;16,5500;RSTN
3042620;Zalakomár Vasútállomás;Zalakomar Vasutallomas;46,5333;17,1833;RSTN
3042629;Zalaháshágy-Szőce Vasútállomás;Zalahashagy-Szoce Vasutallomas;46,9000;16,6167;RSTN
3042635;Zalaegerszeg Vasútállomás;Zalaegerszeg Vasutallomas;46,8500;16,8500;RSTN
3042639;Zalacséb-Salomvár Vasútállomás;Zalacseb-Salomvar Vasutallomas;46,8667;16,6667;RSTN
3042644;Zalabér-Batyk Vasútállomás;Zalaber-Batyk Vasutallomas;46,9831;17,0406;RSTN
3042650;Zákány Vasútállomás;Zakany Vasutallomas;46,2500;16,9500;RSTN
3042664;Zagyvapálfalva Vasútállomás;Zagyvapalfalva Vasutallomas;48,0667;19,7833;RSTN
3042745;Vonyarcvashegy Vasútállomás;Vonyarcvashegy Vasutallomas;46,7500;17,3167;RSTN
3042759;Vokány Vasútállomás;Vokany Vasutallomas;45,8991;18,3327;RSTN
3042768;Vízvár Vasútállomás;Vizvar Vasutallomas;46,1024;17,2376;RSTN
3042811;Vitézipuszta Vasútállomás;Vitezipuszta Vasutallomas;45,9333;17,7333;RSTN
3042855;Vinár Vasútállomás;Vinar Vasutallomas;47,3060;17,2847;RSTN
3042864;Villány Vasútállomás;Villany Vasutallomas;45,8769;18,4506;RSTN
3042917;Vica Vasúti Megállóhely;Vica Vasuti Megallohely;47,4777;17,1117;RSTN
3042922;Veszprém Vasútállomás;Veszprem Vasutallomas;47,1191;17,9121;RSTN
3042923;Veszprémvarsány Vasútállomás;Veszpremvarsany Vasutallomas;47,4425;17,8195;RSTN
3042954;Verőcemaros Vasútállomás;Verocemaros Vasutallomas;47,8235;19,0379;RSTN
3042967;Veresegyház Vasútállomás;Veresegyhaz Vasutallomas;47,6500;19,2833;RSTN
3042976;Vép Vasútállomás;Vep Vasutallomas;47,2357;16,7275;RSTN
3042986;Véménd Vasútállomás;Vemend Vasutallomas;46,1500;18,6167;RSTN
3043017;Vecsés Vasútállomás;Vecses Vasutallomas;47,4167;19,2500;RSTN
3043029;Vaszar Vasútállomás;Vaszar Vasutallomas;47,4000;17,5000;RSTN
3043032;Vasvár Vasútállomás;Vasvar Vasutallomas;47,0570;16,8004;RSTN
3043071;Vasas-Hird Vasútállomás;Vasas-Hird Vasutallomas;46,1167;18,3500;RSTN
3043079;Vásárosdombó Vasútállomás;Vasarosdombo Vasutallomas;46,3000;18,1500;RSTN
3043094;Várpalota Vasútállomás;Varpalota Vasutallomas;47,1949;18,1496;RSTN
3043099;Városlőd-Kislőd Vasútállomás;Varoslod-Kislod Vasutallomas;47,1333;17,6301;RSTN
3043110;Városföld Vasútállomás;Varosfold Vasutallomas;46,8167;19,7533;RSTN
3043208;Vámosgyörk Vasútállomás;Vamosgyork Vasutallomas;47,6833;19,9167;RSTN
3043230;Vajta Vasútállomás;Vajta Vasutallomas;46,7151;18,6475;RSTN
3043232;Vajszló Vasútállomás;Vajszlo Vasutallomas;45,8667;17,9833;RSTN
3043246;Vágóhíd Vasútállomás;Vagohid Vasutallomas;47,4659;19,0765;RSTN
3043277;Vác Vasútállomás;Vac Vasutallomas;47,7833;19,1333;RSTN
3043280;Vácrátót Vasútállomás;Vacratot Vasutallomas;47,7318;19,2224;RSTN
3043294;Uzsa Vasútállomás;Uzsa Vasutallomas;46,9167;17,3333;RSTN
3043355;Üllő vasútállomás;UEllo vasutallomas;47,3908;19,3528;RSTN
3043359;Ukk Vasútállomás;Ukk Vasutallomas;47,0367;17,1979;RSTN
3043376;Újudvar Vasútállomás;Ujudvar Vasutallomas;46,5205;16,9806;RSTN
3043474;Újnéppuszta Vasútállomás;Ujneppuszta Vasutallomas;46,5493;16,9808;RSTN
3043616;Ugod Vasútállomás;Ugod Vasutallomas;47,3333;17,6000;RSTN
3043650;Tüskevár Vasútállomás;Tuskevar Vasutallomas;47,1287;17,3316;RSTN
3043677;Tura Vasútállomás;Tura Vasutallomas;47,6257;19,6007;RSTN
3043772;Törökfái Vasútállomás;Torokfai Vasutallomas;46,8500;19,6667;RSTN
3043805;Toponár Vasútállomás;Toponar Vasutallomas;46,4000;17,8333;RSTN
3043842;Tolnanémedi Vasútállomás;Tolnanemedi Vasutallomas;46,7167;18,4667;RSTN
3043844;Tolna-Mözs Vasútállomás;Tolna-Mozs Vasutallomas;46,4132;18,7487;RSTN
3043850;Tolmács Vasútállomás;Tolmacs Vasutallomas;47,9333;19,1167;RSTN
3043859;Tököl Vasútállomás;Tokol Vasutallomas;47,3167;18,9833;RSTN
3043861;Tokod Vasútállomás;Tokod Vasutallomas;47,7333;18,6833;RSTN
3043901;Tiszaalpár Vasútállomás;Tiszaalpar Vasutallomas;46,8167;19,9833;RSTN
3043903;Tiszaalpár Alsó Vasútállomás;Tiszaalpar Also Vasutallomas;46,7906;19,9509;RSTN
3044074;Tata Vasútállomás;Tata Vasutallomas;47,6667;18,3333;RSTN
3044086;Taszár Vasútállomás;Taszar Vasutallomas;46,3639;17,8934;RSTN
3044096;Tar Vasútállomás;Tar Vasutallomas;47,9562;19,7474;RSTN
3044099;Tárnok Vasútállomás;Tarnok Vasutallomas;47,3667;18,8833;RSTN
3044113;Tarjánpuszta Vasútállomás;Tarjanpuszta Vasutallomas;47,5000;17,7833;RSTN
3044132;Tápszentmiklós Vasútállomás;Tapszentmiklos Vasutallomas;47,4774;17,8682;RSTN
3044137;Tapolca Vasútállomás;Tapolca Vasutallomas;46,8833;17,4333;RSTN
3044150;Tápiószele Vasútállomás;Tapioszele Vasutallomas;47,3333;19,8833;RSTN
3044152;Tápiószecső Vasútállomás;Tapioszecso Vasutallomas;47,4333;19,6167;RSTN
3044159;Tápiógyörgye Vasútállomás;Tapiogyorgye Vasutallomas;47,3167;19,9667;RSTN
3044170;Tamási Vasútállomás;Tamasi Vasutallomas;46,6333;18,2833;RSTN
3044180;Taksony Vasútállomás;Taksony Vasutallomas;47,3167;19,0833;RSTN
3044189;Tajó Vasútállomás;Tajo Vasutallomas;46,4667;19,6833;RSTN
3044200;Tab Vasútállomás;Tab Vasutallomas;46,7333;18,0333;RSTN
3044210;Táborfalva Vasútállomás;Taborfalva Vasutallomas;47,1000;19,4833;RSTN
3044216;Tabdi Vasúti Megállóhely;Tabdi Vasuti Megallohely;46,6833;19,2833;RSTN
3044226;Szurdokpüspöki Vasútállomás;Szurdokpuspoki Vasutallomas;47,8500;19,6833;RSTN
3044307;Szombathely Vasútállomás;Szombathely Vasutallomas;47,2376;16,6321;RSTN
3044350;Szokolya Vasútállomás;Szokolya Vasutallomas;47,8713;19,0305;RSTN
3044377;Szob Vasútállomás;Szob Vasutallomas;47,8167;18,8667;RSTN
3044423;Szil-Sopronnémeti Vasútállomás;Szil-Sopronnemeti Vasutallomas;47,5330;17,2090;RSTN
3044468;Szigetvár Vasútállomás;Szigetvar Vasutallomas;46,0500;17,8167;RSTN
3044474;Szigetszentmiklós Gyártelep Vasútállomás;Szigetszentmiklos Gyartelep Vasutallomas;47,3333;19,0000;RSTN
3044476;Szigetszentmárton-Szigetújfalu Vasútállomás;Szigetszentmarton-Szigetujfalu Vasutallomas;47,2276;18,9462;RSTN
3044490;Szigetcsép Vasútállomás;Szigetcsep Vasutallomas;47,2698;18,9561;RSTN
3044573;Szentlőrinc Vasútállomás;Szentlorinc Vasutallomas;46,0333;18,0000;RSTN
3044599;Szentkirályszabadja Vasútállomás;Szentkiralyszabadja Vasutallomas;47,0333;17,9667;RSTN
3044668;Szentgotthárd Vasútállomás;Szentgotthard Vasutallomas;46,9571;16,2632;RSTN
3044670;Szentgál Vasútállomás;Szentgal Vasutallomas;47,1371;17,7057;RSTN
