geonameid;name;asciiname;latitude;longitude;feature code
3053436;Dunaújváros Külső Vasúti Megállóhely;Dunaujvaros Kulso Vasuti Megallohely;46,9833;18,9000;RSTP
3053471;Dunakömlőd Vasúti Megállóhely;Dunakomlod Vasuti Megallohely;46,6667;18,8833;RSTP
3053474;Dunakeszi-Gyártelep Vasúti Megállóhely;Dunakeszi-Gyartelep Vasuti Megallohely;47,6500;19,1333;RSTP
3053475;Dunakeszi Alsó Vasúti Megállóhely;Dunakeszi Also Vasuti Megallohely;47,6167;19,1333;RSTP
3053484;Dunaharaszti Alsó Vasúti Megállóhely;Dunaharaszti Also Vasuti Megallohely;47,3333;19,0833;RSTP
3053488;Dunaföldvár Felső Vasúti Megállóhely;Dunafoldvar Felso Vasuti Megallohely;46,8167;18,9333;RSTP
3053496;Dunaalmás Vasúti Megállóhely;Dunaalmas Vasuti Megallohely;47,7333;18,3333;RSTP
3053504;Dudar Vasúti Megállóhely;Dudar Vasuti Megallohely;47,3000;17,9667;RSTP
3053511;Drégely Vasúti Megállóhely;Dregely Vasuti Megallohely;48,0422;19,0555;RSTP
3053512;Drégelyvár Vasúti Megállóhely;Dregelyvar Vasuti Megallohely;48,0026;19,0777;RSTP
3053516;Drávatamási Vasúti Megállóhely;Dravatamasi Vasuti Megallohely;45,9667;17,5833;RSTP
3053530;Drávacsepely Vasúti Megállóhely;Dravacsepely Vasuti Megallohely;45,8389;18,1325;RSTP
3053579;Dömösi Átkelés Vasúti Megállóhely;Domosi Atkeles Vasuti Megallohely;47,7667;18,9167;RSTP
3053596;Dombay-tó Vasúti Megállóhely;Dombay-to Vasuti Megallohely;46,1448;18,3985;RSTP
3053741;Dénesfa Vasúti Megállóhely;Denesfa Vasuti Megallohely;47,4488;17,0551;RSTP
3053830;Dabronc Vasúti Megállóhely;Dabronc Vasuti Megallohely;47,0257;17,1672;RSTP
3053865;Csurgaszi Csárda Vasúti Megállóhely;Csurgaszi Csarda Vasuti Megallohely;46,8667;16,7333;RSTP
3053908;Csörög Vasúti Megállóhely;Csorog Vasuti Megallohely;47,7333;19,2000;RSTP
3053937;Csopak Vasúti Megállóhely;Csopak Vasuti Megallohely;46,9833;17,9333;RSTP
3053959;Csongrádi Úti Tanyák Vasúti Megállóhely;Csongradi Uti Tanyak Vasuti Megallohely;46,7000;19,9167;RSTP
3054003;Csókakő Vasúti Megállóhely;Csokako Vasuti Megallohely;47,3333;18,2333;RSTP
3054090;Csikóstőttős Vasúti Megállóhely;Csikostottos Vasuti Megallohely;46,3333;18,1500;RSTP
3054128;Csibrák Vasúti Megállóhely;Csibrak Vasuti Megallohely;46,4667;18,3500;RSTP
3054292;Csémpuszta Vasúti Megállóhely;Csempuszta Vasuti Megallohely;47,7038;18,1039;RSTP
3054449;Csajág Felső Vasúti Megállóhely;Csajag Felso Vasuti Megallohely;47,0500;18,1833;RSTP
3054497;Cikó Vasúti Megállóhely;Ciko Vasuti Megallohely;46,2667;18,5667;RSTP
3054539;Ceglédi Szállások Vasúti Megállóhely;Cegledi Szallasok Vasuti Megallohely;47,1667;19,8167;RSTP
3054540;Ceglédbercel Vasúti Megállóhely;Cegledbercel Vasuti Megallohely;47,2167;19,6667;RSTP
3054551;Buzsák Vasúti Megállóhely;Buzsak Vasuti Megallohely;46,6333;17,6167;RSTP
3054629;Budatétény Vasúti Megállóhely;Budateteny Vasuti Megallohely;47,4052;19,0164;RSTP
3054632;Budapest-Zugló Vasúti Megállóhely;Budapest-Zuglo Vasuti Megallohely;47,5118;19,1006;RSTP
3054649;Budakalász Lenfonógyár Vasúti Megállóhely;Budakalasz Lenfonogyar Vasuti Megallohely;47,6167;19,0500;RSTP
3054650;Budakalász Felső Vasúti Megállóhely;Budakalasz Felso Vasuti Megallohely;47,6333;19,0500;RSTP
3054654;Budai Út Vasúti Megállóhely;Budai Ut Vasuti Megallohely;47,2070;19,7388;RSTP
3054661;Budafok-Belváros Vasúti Megállóhely;Budafok-Belvaros Vasuti Megallohely;47,4262;19,0412;RSTP
3054664;Budafa Vasúti Megállóhely;Budafa Vasuti Megallohely;46,8500;16,6333;RSTP
3054704;Botykapeterd Vasúti Megállóhely;Botykapeterd Vasuti Megallohely;46,0500;17,8667;RSTP
3054755;Borsihalom Vasúti Megállóhely;Borsihalom Vasuti Megallohely;46,7667;19,9167;RSTP
3054836;Bolhás Vasúti Megállóhely;Bolhas Vasuti Megallohely;46,2833;17,2667;RSTP
3054843;Boldog Vasúti Megállóhely;Boldog Vasuti Megallohely;47,6167;19,7167;RSTP
3054859;Bokod Vasúti Megállóhely;Bokod Vasuti Megallohely;47,5137;18,2662;RSTP
3054890;Bogdása Vasúti Megállóhely;Bogdasa Vasuti Megallohely;45,8833;17,8000;RSTP
3054921;Bodolyabér Vasúti Megállóhely;Bodolyaber Vasuti Megallohely;46,2000;18,1333;RSTP
3054959;Bocfölde Vasúti Megállóhely;Bocfolde Vasuti Megallohely;46,7833;16,8333;RSTP
3054971;Bize Vasúti Megállóhely;Bize Vasuti Megallohely;46,5333;17,4333;RSTP
3055023;Bikács Vasúti Megállóhely;Bikacs Vasuti Megallohely;46,6829;18,6492;RSTP
3055029;Bicske Alsó Vasúti Megállóhely;Bicske Also Vasuti Megallohely;47,4833;18,6500;RSTP
3055051;Bezenye Vasúti Megállóhely;Bezenye Vasuti Megallohely;47,9667;17,2167;RSTP
3055090;Berhida Vasúti Megállóhely;Berhida Vasuti Megallohely;47,1167;18,1333;RSTP
3055095;Beretvástelep Vasúti Megállóhely;Beretvastelep Vasuti Megallohely;46,8667;19,6333;RSTP
3055163;Belsőnyír Vasúti Megállóhely;Belsonyir Vasuti Megallohely;46,9167;19,6167;RSTP
3055178;Belsőbáránd Vasúti Megállóhely;Belsobarand Vasuti Megallohely;47,1000;18,5000;RSTP
3055190;Belezna Vasúti Megállóhely;Belezna Vasuti Megallohely;46,3333;16,8833;RSTP
3055197;Belecska Vasúti Megállóhely;Belecska Vasuti Megallohely;46,6500;18,4167;RSTP
3055200;Belesapuszta;Belesapuszta;45,9500;17,4833;RSTP
3055201;Bélavár Vasúti Megállóhely;Belavar Vasuti Megallohely;46,1333;17,2000;RSTP
3055208;Bélatelep Vasúti Megállóhely;Belatelep Vasuti Megallohely;46,7333;17,5500;RSTP
3055251;Becske Alsó Vasúti Megállóhely;Becske Also Vasuti Megallohely;47,9000;19,3667;RSTP
3055263;Becehegy Vasúti Megállóhely;Becehegy Vasuti Megallohely;46,7833;17,3833;RSTP
3055367;Barcs Felső Vasúti Megállóhely;Barcs Felso Vasuti Megallohely;45,9589;17,4859;RSTP
3055409;Baracska Vasúti Megállóhely;Baracska Vasuti Megallohely;47,3000;18,7667;RSTP
3055496;Ballószög Vasúti Megállóhely;Balloszog Vasuti Megallohely;46,8500;19,5667;RSTP
3055517;Balatonvilágos Vasúti Megállóhely;Balatonvilagos Vasuti Megallohely;46,9667;18,1667;RSTP
3055520;Balatonújlak Vasúti Megállóhely;Balatonujlak Vasuti Megallohely;46,6667;17,4000;RSTP
3055523;Balatonudvardi Vasúti Megállóhely;Balatonudvardi Vasuti Megallohely;46,9000;17,8167;RSTP
3055525;Balatonszéplak Felső Vasúti Megállóhely;Balatonszeplak Felso Vasuti Megallohely;46,9000;18,0333;RSTP
3055526;Balatonszéplak Alsó Vasúti Megállóhely;Balatonszeplak Also Vasuti Megallohely;46,9000;18,0167;RSTP
3055527;Balatonszepezd Vasúti Megállóhely;Balatonszepezd Vasuti Megallohely;46,8500;17,6667;RSTP
3055536;Balatonszabadi Vasúti Megállóhely;Balatonszabadi Vasuti Megallohely;46,9333;18,1167;RSTP
3055541;Balatonrendes Vasúti Megállóhely;Balatonrendes Vasuti Megallohely;46,8333;17,5833;RSTP
3055546;Balatonmáriafürdő Alsó Vasúti Megállóhely;Balatonmariafurdo Also Vasuti Megallohely;46,7043;17,4334;RSTP
3055549;Balatonlelle Vasúti Megállóhely;Balatonlelle Vasuti Megallohely;46,7833;17,7000;RSTP
3055555;Balatonkenese-Üdülőtelep Vasúti Megállóhely;Balatonkenese-Udulotelep Vasuti Megallohely;47,0248;18,1378;RSTP
3055560;Balatongyörök Vasúti Megállóhely;Balatongyorok Vasuti Megallohely;46,7500;17,3667;RSTP
3055567;Balatonföldvár Vasúti Megállóhely;Balatonfoldvar Vasuti Megallohely;46,8500;17,8833;RSTP
3055571;Balatonfőkajár Felső Vasúti Megállóhely;Balatonfokajar Felso Vasuti Megallohely;47,0312;18,2125;RSTP
3055574;Balatonfenyves Alsó Vasúti Megállóhely;Balatonfenyves Also Vasuti Megallohely;46,7131;17,4826;RSTP
3055585;Balatonberény Vasúti Megállóhely;Balatonbereny Vasuti Megallohely;46,7167;17,3167;RSTP
3055587;Balatonarács Vasúti Megállóhely;Balatonaracs Vasuti Megallohely;46,9667;17,9000;RSTP
3055593;Balatonakarattya Vasúti Megállóhely;Balatonakarattya Vasuti Megallohely;47,0167;18,1667;RSTP
3055606;Baktüttös Vasúti Megállóhely;Baktuttos Vasuti Megallohely;46,7000;16,8333;RSTP
3055617;Bakonytamási Vasúti Megállóhely;Bakonytamasi Vasuti Megallohely;47,4167;17,7333;RSTP
3055620;Bakonyszombathely Vasútállomás;Bakonyszombathely Vasutallomas;47,4833;17,9500;RSTP
3055630;Bakonypéterd Vasúti Megállóhely;Bakonypeterd Vasuti Megallohely;47,4667;17,8000;RSTP
3055641;Bakonygyirót Vasúti Megállóhely;Bakonygyirot Vasuti Megallohely;47,4167;17,8000;RSTP
3055682;Bajai Szőlők Vasúti Megállóhely;Bajai Szolok Vasuti Megallohely;46,1678;19,0177;RSTP
3055684;Baja-Dunafürdő Vasúti Megállóhely;Baja-Dunafurdo Vasuti Megallohely;46,1924;18,9213;RSTP
3055691;Bag Vasúti Megállóhely;Bag Vasuti Megallohely;47,6413;19,4719;RSTP
3055726;Badacsony Vasúti Megállóhely;Badacsony Vasuti Megallohely;46,7833;17,5000;RSTP
3055731;Badacsonyörs Vasúti Megállóhely;Badacsonyors Vasuti Megallohely;46,8000;17,5333;RSTP
3055733;Badacsonylábdihegy Vasúti Megállóhely;Badacsonylabdihegy Vasuti Megallohely;46,7899;17,4739;RSTP
3055759;Bácsalmási Tanyák Vasúti Megállóhely;Bacsalmasi Tanyak Vasuti Megallohely;46,1667;19,3667;RSTP
3055805;Attala Vasúti Megállóhely;Attala Vasuti Megallohely;46,3833;18,0667;RSTP
3055807;Atra Gyár Vasúti Megállóhely;Atra Gyar Vasuti Megallohely;47,4167;19,1167;RSTP
3055843;Árpádszállás Vasúti Megállóhely;Arpadszallas Vasuti Megallohely;46,8667;19,9833;RSTP
3055846;Árpád híd vasúti megállóhely;Arpad hid vasuti megallohely;47,5398;19,0470;RSTP
3055891;Aquincum felső Vasúti Megállóhely;Aquincum felso Vasuti Megallohely;47,5656;19,0538;RSTP
3055987;Andocs Vasúti Megállóhely;Andocs Vasuti Megallohely;46,6465;17,8928;RSTP
3056013;Alsóúrrét Vasúti Megállóhely;Alsourret Vasuti Megallohely;46,9000;19,7833;RSTP
3056069;Alsórönök Vasúti Megállóhely;Alsoronok Vasuti Megallohely;46,9667;16,3833;RSTP
3056103;Alsónyék Vasúti Megállóhely;Alsonyek Vasuti Megallohely;46,2000;18,7333;RSTP
3056106;Alsónemesapáti Vasúti Megállóhely;Alsonemesapati Vasuti Megallohely;46,8500;16,9333;RSTP
3056125;Alsóméntelek Vasúti Megállóhely;Alsomentelek Vasuti Megallohely;46,9667;19,5833;RSTP
3056269;Alsóbélatelep Vasúti Megállóhely;Alsobelatelep Vasuti Megallohely;46,7333;17,5333;RSTP
3056277;Almás Vasúti Megállóhely;Almas Vasuti Megallohely;46,1167;19,3333;RSTP
3056289;Almásfüzitő Felső Vasútállomás;Almasfuzito Felso Vasutallomas;47,7312;18,2178;RSTP
3056333;Alagi Major Vasúti Megállóhely;Alagi Major Vasuti Megallohely;47,6000;19,1500;RSTP
3056356;Ajka-Gyártelep Vasúti Megállóhely;Ajka-Gyartelep Vasuti Megallohely;47,0967;17,5550;RSTP
3056387;Ágasegyházi Tanyák Vasúti Megállóhely;Agasegyhazi Tanyak Vasuti Megallohely;46,8333;19,4167;RSTP
3056394;Agárdytelep Vasúti Megállóhely;Agardytelep Vasuti Megallohely;46,8167;19,3833;RSTP
3056396;Agárd Vasúti Megállóhely;Agard Vasuti Megallohely;47,1986;18,6070;RSTP
3056406;Adorjánpuszta Vasúti Megállóhely;Adorjanpuszta Vasuti Megallohely;46,6333;18,3500;RSTP
3056422;Adács Vasúti Megállóhely;Adacs Vasuti Megallohely;47,6966;19,9761;RSTP
3056440;Ábrahámhegy Vasúti Megállóhely;Abrahamhegy Vasuti Megallohely;46,8153;17,5732;RSTP
3209481;Pedrócmajor Vasúti Megállóhely;Pedrocmajor Vasuti Megallohely;46,2000;17,0833;RSTP
6690926;Nagytétény Vasútállomás;Nagyteteny Vasutallomas;47,3883;18,9752;RSTP
6691850;Istvántelek Vasúti Megállóhely;Istvantelek Vasuti Megallohely;47,5504;19,1067;RSTP
6691854;Szemeretelep Vasúti Megállóhely;Szemeretelep Vasuti Megallohely;47,4434;19,2131;RSTP
6694195;Kámon Vasúti Megállóhely;Kamon Vasuti Megallohely;47,2543;16,6259;RSTP
8410967;Rábapatona Vasúti Megállóhely;Rabapatona Vasuti Megallohely;47,6490;17,4628;RSTP
8425801;Csánig Vasúti Megállóhely;Csanig Vasuti Megallohely;47,4302;17,0260;RSTP
8426436;Rábahíd Vasúti Megállóhely;Rabahid Vasuti Megallohely;47,4369;17,3394;RSTP
11550769;Budapest Libegő;Budapest Libego;47,5166;18,9746;RSTP
3043007;Vejke Vasúti Megállóhely;Vejke Vasuti Megallohely;47,5662;16,7300;RSTPQ
3043654;Tüskeszentpéter Vasúti Megállóhely;Tueskeszentpeter Vasuti Megallohely;46,9702;17,0774;RSTPQ
3043751;Tósokberénd Vasúti Megállóhely;Tosokberend Vasuti Megallohely;47,0918;17,5333;RSTPQ
3044424;Szilsárkány Vasúti Megállóhely;Szilsarkany Vasuti Megallohely;47,5589;17,2373;RSTPQ
3044985;Szajki Erdő Vasúti Megállóhely;Szajki Erdo Vasuti Megallohely;47,0584;17,0236;RSTPQ
3046464;Pereszteg Vasúti Megállóhely;Pereszteg Vasuti Megallohely;47,5881;16,7209;RSTPQ
3047409;Nemeskér-Egyházasfalu Vasúti Megállóhely;Nemesker-Egyhazasfalu Vasuti Megallohely;47,4784;16,7849;RSTPQ
3052155;Gór Vasúti Megállóhely;Gor Vasuti Megallohely;47,3384;16,7734;RSTPQ
3053551;Dör Vasúti Megállóhely;Doer Vasuti Megallohely;47,6110;17,2782;RSTPQ
3055508;Balffürdő Vasúti Megállóhely;Balffuerdo Vasuti Megallohely;47,6442;16,6544;RSTPQ
3055667;Bajti-elágazás Vasúti Megállóhely;Bajti-elagazas Vasuti Megallohely;47,2579;16,9770;RSTPQ
3055688;Bágyogszovát Vasúti Megállóhely;Bagyogszovat Vasuti Megallohely;47,6231;17,3213;RSTPQ
6694196;Szombathely-Repülőtér mh.;Szombathely-Repueloter mh.;47,2678;16,6189;RSTPQ
8410885;Bucsu Vasúti Megállóhely;Bucsu Vasuti Megallohely;47,2480;16,4974;RSTPQ
8410888;Olad Vasúti Megállóhely;Olad Vasuti Megallohely;47,2464;16,5718;RSTPQ
8410900;Kőszeg-Sörgyár Vasúti Megállóhely;Koszeg-Soergyar Vasuti Megallohely;47,4000;16,5407;RSTPQ
8410968;Nagycenk-Hidegség Vasúti Megállóhely;Nagycenk-Hidegseg Vasuti Megallohely;47,6147;16,7155;RSTPQ
8410969;Hegykő Vasúti Megállóhely;Hegyko Vasuti Megallohely;47,6007;16,8167;RSTPQ
8410973;Sarród Vasúti Megállóhely;Sarrod Vasuti Megallohely;47,6354;16,8566;RSTPQ
8410975;Fertőszentmiklós alsó Vasúti Megállóhely;Fertoszentmiklos also Vasuti Megallohely;47,5873;16,8840;RSTPQ
8410978;Pusztacsalád Vasúti Megállóhely;Pusztacsalad Vasuti Megallohely;47,4879;16,9086;RSTPQ
8410982;Nick-Rábahíd Vasúti Megállóhely;Nick-Rabahid Vasuti Megallohely;47,4017;17,0556;RSTPQ
8410984;Kemenespuszta Vasúti Megállóhely;Kemenespuszta Vasuti Megallohely;47,3593;17,1251;RSTPQ
8410989;Rábasömjén Vasúti Megállóhely;Rabasoemjen Vasuti Megallohely;47,2853;16,9196;RSTPQ
8410991;Zsédeny Vasúti Megállóhel;Zsedeny Vasuti Megallohel;47,3383;16,8990;RSTPQ
8410995;Chernelházadamonya Vasúti Megállóhely;Chernelhazadamonya Vasuti Megallohely;47,3690;16,8390;RSTPQ
8411003;Zalavég Vasúti Megállóhely;Zalaveg Vasuti Megallohely;47,0063;17,0179;RSTPQ
8426437;Emmamajor Vasúti Megállóhely;Emmamajor Vasuti Megallohely;47,5417;17,3166;RSTPQ
713922;Zajta Vasútállomás;Zajta Vasutallomas;47,9000;22,8000;RSTN
713928;Záhony Vasútállomás;Zahony Vasutallomas;48,4000;22,1833;RSTN
713987;Vitka Vasútállomás;Vitka Vasutallomas;48,1000;22,3167;RSTN
714072;Vésztő Vasútállomás;Veszto Vasutallomas;46,9500;21,2667;RSTN
714080;Verpelét Vasútállomás;Verpelet Vasutallomas;47,8667;20,2167;RSTN
714186;Vásárosnamény Vasútállomás;Vasarosnameny Vasutallomas;48,1254;22,3133;RSTN
714264;Vámospércs Vasútállomás;Vamospercs Vasutallomas;47,5167;21,9000;RSTN
714291;Vaja-Rohod Vasútállomás;Vaja-Rohod Vasutallomas;48,0000;22,1500;RSTN
714364;Újtitkos Vasútállomás;Ujtitkos Vasutallomas;47,9167;21,1833;RSTN
714414;Újszentmargita Vasútállomás;Ujszentmargita Vasutallomas;47,7500;21,1167;RSTN
714418;Újszeged Vasútállomás;Ujszeged Vasutallomas;46,2423;20,1594;RSTN
714420;Újszász Vasútállomás;Ujszasz Vasutallomas;47,2833;20,0667;RSTN
714462;Újfehértó Vasútállomás;Ujfeherto Vasutallomas;47,8000;21,7167;RSTN
714471;Újbög Vasútállomás;Ujbog Vasutallomas;46,9667;20,1000;RSTN
714489;Tuzsér Vasútállomás;Tuzser Vasutallomas;48,3500;22,1500;RSTN
714516;Tunyogmatolcs Vasútállomás;Tunyogmatolcs Vasutallomas;47,9667;22,4500;RSTN
714545;Tótkomlós Vasútállomás;Totkomlos Vasutallomas;46,4000;20,7333;RSTN
714569;Tószeg Vasútállomás;Toszeg Vasutallomas;47,1000;20,1500;RSTN
714580;Törökszentmiklós Vasútállomás;Torokszentmiklos Vasutallomas;47,1667;20,4000;RSTN
714592;Tornyospálca Vasútállomás;Tornyospalca Vasutallomas;48,2667;22,2000;RSTN
714597;Tornanádaska Vasútállomás;Tornanadaska Vasutallomas;48,5667;20,8000;RSTN
714656;Tokaj Vasútállomás;Tokaj Vasutallomas;48,1000;21,4167;RSTN
714691;Tiszavasvári Vasútállomás;Tiszavasvari Vasutallomas;47,9667;21,3833;RSTN
714693;Tiszavárkony Vasútállomás;Tiszavarkony Vasutallomas;47,0667;20,1500;RSTN
714696;Tiszaújváros Vasútállomás;Tiszaujvaros Vasutallomas;47,9167;21,0500;RSTN
714701;Tiszatenyő Vasútállomás;Tiszatenyo Vasutallomas;47,1333;20,3667;RSTN
714703;Tiszatelek Vasútállomás;Tiszatelek Vasutallomas;48,1667;21,7833;RSTN
714709;Tiszaszőlős Vasútállomás;Tiszaszolos Vasutallomas;47,5667;20,7333;RSTN
714713;Tiszaszentimre Vasútállomás;Tiszaszentimre Vasutallomas;47,5000;20,7333;RSTN
714719;Tiszasas Vasútállomás;Tiszasas Vasutallomas;46,8167;20,0667;RSTN
714727;Tiszapalkonya Erőmű Vasútállomás;Tiszapalkonya Eromu Vasutallomas;47,8833;21,0333;RSTN
714738;Tiszalúc Vasútállomás;Tiszaluc Vasutallomas;48,0377;21,0726;RSTN
714740;Tiszalök Vasútállomás;Tiszalok Vasutallomas;48,0167;21,3667;RSTN
714753;Tiszakécske Vasútállomás;Tiszakecske Vasutallomas;46,9333;20,0833;RSTN
714758;Tiszajenő-Vezseny Vasútállomás;Tiszajeno-Vezseny Vasutallomas;47,0333;20,1500;RSTN
714770;Tiszafüred Vasútállomás;Tiszafured Vasutallomas;47,6333;20,7500;RSTN
714773;Tiszaföldvár Vasútállomás;Tiszafoldvar Vasutallomas;46,9833;20,2833;RSTN
714775;Tiszaeszlár Vasútállomás;Tiszaeszlar Vasutallomas;48,0167;21,5000;RSTN
714778;Tiszadob Vasútállomás;Tiszadob Vasutallomas;48,0000;21,2167;RSTN
714781;Tiszadada Vasútállomás;Tiszadada Vasutallomas;48,0167;21,2500;RSTN
714784;Tiszacsege Vasútállomás;Tiszacsege Vasutallomas;47,7000;21,0000;RSTN
714792;Tiszabercel Vasútállomás;Tiszabercel Vasutallomas;48,1667;21,6000;RSTN
714819;Tiborszállás Vasútállomás;Tiborszallas Vasutallomas;47,8167;22,4167;RSTN
714885;Telekgerendás Vasútállomás;Telekgerendas Vasutallomas;46,6500;20,9667;RSTN
714908;Téglás Vasútállomás;Teglas Vasutallomas;47,7167;21,6833;RSTN
714943;Tarnaszentmiklós Vasútállomás;Tarnaszentmiklos Vasutallomas;47,5500;20,4000;RSTN
714972;Tarcal Vasútállomás;Tarcal Vasutallomas;48,1333;21,3333;RSTN
715000;Tállya Vasútállomás;Tallya Vasutallomas;48,2167;21,2167;RSTN
715008;Taktaharkány Vasútállomás;Taktaharkany Vasutallomas;48,1000;21,1333;RSTN
715043;Szuhakálló-Múcsony Vasútállomás;Szuhakallo-Mucsony Vasutallomas;48,2833;20,6667;RSTN
715072;Szőreg Vasútállomás;Szoreg Vasutallomas;46,2000;20,1833;RSTN
715122;Szolnok Vasútállomás;Szolnok Vasutallomas;47,1833;20,1667;RSTN
715124;Szolnok Teher Pályaudvar;Szolnok Teher Palyaudvar;47,1667;20,1833;RSTN
715215;Szilvásvárad Vasútállomás;Szilvasvarad Vasutallomas;48,1167;20,3833;RSTN
715256;Szikszó Vasútállomás;Szikszo Vasutallomas;48,2000;20,9333;RSTN
715268;Szikáncs Vasútállomás;Szikancs Vasutallomas;46,3667;20,4500;RSTN
715299;Szerencs Vasútállomás;Szerencs Vasutallomas;48,1500;21,2000;RSTN
715336;Szentes Vasútállomás;Szentes Vasutallomas;46,6667;20,2833;RSTN
715351;Szendrő Vasútállomás;Szendro Vasutallomas;48,4000;20,7167;RSTN
715352;Szendrőlád Vasútállomás;Szendrolad Vasutallomas;48,3333;20,7333;RSTN
715373;Szelevény Vasútállomás;Szeleveny Vasutallomas;46,8167;20,1833;RSTN
715392;Székkutas Vasútállomás;Szekkutas Vasutallomas;46,5167;20,5500;RSTN
715414;Szegvár Vasútállomás;Szegvar Vasutallomas;46,5833;20,2500;RSTN
715421;Szeghalom Vasútállomás;Szeghalom Vasutallomas;47,0167;21,1500;RSTN
715425;Szeged Vasútállomás;Szeged Vasutallomas;46,2405;20,1436;RSTN
715426;Szeged-Rókus Vasútállomás;Szeged-Rokus Vasutallomas;46,2670;20,1263;RSTN
715447;Szatymaz Vasútállomás;Szatymaz Vasutallomas;46,3500;20,0500;RSTN
715456;Szászberek Vasútállomás;Szaszberek Vasutallomas;47,3167;20,1000;RSTN
715458;Szarvas Vasútállomás;Szarvas Vasutallomas;46,8667;20,5667;RSTN
715461;Szarvaskő Vasútállomás;Szarvasko Vasutallomas;48,0167;20,3333;RSTN
715528;Szalonna Vasútállomás;Szalonna Vasutallomas;48,4500;20,7167;RSTN
715568;Szajol Vasútállomás;Szajol Vasutallomas;47,1667;20,3000;RSTN
715612;Szabadkígyós Vasútállomás;Szabadkigyos Vasutallomas;46,6000;21,1333;RSTN
715680;Sóstóhegy Vasútállomás;Sostohegy Vasutallomas;48,0167;21,7500;RSTN
715838;Sátoraljaújhely Vasútállomás;Satoraljaujhely Vasutallomas;48,3857;21,6577;RSTN
715866;Sárospatak Vasútállomás;Sarospatak Vasutallomas;48,3333;21,5833;RSTN
715881;Sarkad Vasútállomás;Sarkad Vasutallomas;46,7333;21,3833;RSTN
715885;Sarkadkeresztúr Vasútállomás;Sarkadkeresztur Vasutallomas;46,8000;21,4167;RSTN
715902;Sáránd Vasútállomás;Sarand Vasutallomas;47,4000;21,6167;RSTN
715905;Sáp Vasútállomás;Sap Vasutallomas;47,2667;21,3667;RSTN
715943;Sajószentpéter Vasútállomás;Sajoszentpeter Vasutallomas;48,2167;20,7167;RSTN
715961;Sajókaza Vasútállomás;Sajokaza Vasutallomas;48,2833;20,5833;RSTN
715967;Sajóecseg Vasútállomás;Sajoecseg Vasutallomas;48,1833;20,7667;RSTN
715987;Rudabánya Vasútállomás;Rudabanya Vasutallomas;48,3667;20,6333;RSTN
716150;Recsk-Parádfürdő Vasútállomás;Recsk-Paradfurdo Vasutallomas;47,9333;20,1167;RSTN
716203;Rakamaz Vasútállomás;Rakamaz Vasutallomas;48,1167;21,4833;RSTN
716246;Putnok Vasútállomás;Putnok Vasutallomas;48,2833;20,4500;RSTN
716293;Pusztabánréve Vasútállomás;Pusztabanreve Vasutallomas;46,9333;20,5667;RSTN
716299;Püspökladány Vasútállomás;Puspokladany Vasutallomas;47,3167;21,1167;RSTN
716338;Poroszló Vasútállomás;Poroszlo Vasutallomas;47,6667;20,6500;RSTN
716341;Porcsalma-Tyukod Vasútállomás;Porcsalma-Tyukod Vasutallomas;47,8676;22,5691;RSTN
716353;Polgár Vasútállomás;Polgar Vasutallomas;47,8667;21,1333;RSTN
716371;Pocsaj-Esztár Vasútállomás;Pocsaj-Esztar Vasutallomas;47,3000;21,7833;RSTN
716495;Penyige Vasútállomás;Penyige Vasutallomas;48,0000;22,5667;RSTN
716525;Pátroha Vasútállomás;Patroha Vasutallomas;48,1667;22,0000;RSTN
716668;Ózd Vasútállomás;Ozd Vasutallomas;48,2167;20,2833;RSTN
716726;Oros Vasútállomás;Oros Vasutallomas;47,9500;21,8000;RSTN
716729;Orosházi Tanyák Vasútállomás;Oroshazi Tanyak Vasutallomas;46,6000;20,7667;RSTN
716730;Orosháza Vasútállomás;Oroshaza Vasutallomas;46,5667;20,6833;RSTN
716745;Ormosbánya Vasútállomás;Ormosbanya Vasutallomas;48,3333;20,6500;RSTN
716797;Onga Vasútállomás;Onga Vasutallomas;48,1167;20,9000;RSTN
716827;Olaszliszka-Tolcsva Vasútállomás;Olaszliszka-Tolcsva Vasutallomas;47,2500;21,4500;RSTN
716851;Okány Vasútállomás;Okany Vasutallomas;46,9000;21,3333;RSTN
716855;Ohat-Pusztakócs Vasútállomás;Ohat-Pusztakocs Vasutallomas;47,6167;20,9500;RSTN
716859;Ófehértó Vasútállomás;Ofeherto Vasutallomas;47,9500;22,0500;RSTN
716892;Nyírtelek Vasútállomás;Nyirtelek Vasutallomas;48,0000;21,6167;RSTN
716907;Nyírmada Vasútállomás;Nyirmada Vasutallomas;48,0500;22,1167;RSTN
716925;Nyírgelse Vasútállomás;Nyirgelse Vasutallomas;47,7500;22,0000;RSTN
716931;Nyíregyháza Vasútállomás;Nyiregyhaza Vasutallomas;47,9467;21,7061;RSTN
716934;Nyíregyháza Külső Vasútállomás;Nyiregyhaza Kulso Vasutallomas;47,9431;21,7401;RSTN
716942;Nyírbogdány Vasútállomás;Nyirbogdany Vasutallomas;48,0833;21,8667;RSTN
716944;Nyírbogát Vasútállomás;Nyirbogat Vasutallomas;47,7833;22,0500;RSTN
716947;Nyírbátor Vasútállomás;Nyirbator Vasutallomas;47,8500;22,1167;RSTN
716950;Nyíradony Vasútállomás;Nyiradony Vasutallomas;47,6982;21,8994;RSTN
716953;Nyírábrány Vasútállomás;Nyirabrany Vasutallomas;47,5239;22,0166;RSTN
